TUE MAR 19 2013	FLORIDA	CAROLINA
TUE MAR 19 2013	NASHVILLE	COLUMBUS
TUE MAR 19 2013	BUFFALO	MONTRÉAL
TUE MAR 19 2013	WASHINGTON	PITTSBURGH
TUE MAR 19 2013	BOSTON	WINNIPEG
TUE MAR 19 2013	ST. LOUIS	VANCOUVER
TUE MAR 19 2013	PHOENIX	LOS ANGELES
WED MAR 20 2013	TAMPA BAY	TORONTO
WED MAR 20 2013	MINNESOTA	DETROIT
WED MAR 20 2013	DALLAS	COLORADO
WED MAR 20 2013	SAN JOSE	EDMONTON
WED MAR 20 2013	CHICAGO	ANAHEIM
THU MAR 21 2013	TORONTO	BUFFALO
THU MAR 21 2013	MONTRÉAL	NY ISLANDERS
THU MAR 21 2013	FLORIDA	NY RANGERS
THU MAR 21 2013	NEW JERSEY	CAROLINA
THU MAR 21 2013	BOSTON	OTTAWA
THU MAR 21 2013	WASHINGTON	WINNIPEG
THU MAR 21 2013	CALGARY	NASHVILLE
THU MAR 21 2013	VANCOUVER	PHOENIX
THU MAR 21 2013	DALLAS	LOS ANGELES
FRI MAR 22 2013	PITTSBURGH	NY ISLANDERS
FRI MAR 22 2013	CALGARY	COLUMBUS
FRI MAR 22 2013	WASHINGTON	WINNIPEG
FRI MAR 22 2013	DETROIT	ANAHEIM
SAT MAR 23 2013	TAMPA BAY	OTTAWA
SAT MAR 23 2013	SAN JOSE	MINNESOTA
SAT MAR 23 2013	VANCOUVER	LOS ANGELES
SAT MAR 23 2013	BOSTON	TORONTO
SAT MAR 23 2013	BUFFALO	MONTRÉAL
SAT MAR 23 2013	FLORIDA	NEW JERSEY
SAT MAR 23 2013	COLUMBUS	NASHVILLE
SAT MAR 23 2013	COLORADO	DALLAS
SAT MAR 23 2013	ST. LOUIS	EDMONTON
SUN MAR 24 2013	FLORIDA	NY ISLANDERS
SUN MAR 24 2013	WASHINGTON	NY RANGERS
SUN MAR 24 2013	PHILADELPHIA	PITTSBURGH
SUN MAR 24 2013	TAMPA BAY	WINNIPEG
SUN MAR 24 2013	VANCOUVER	COLORADO
SUN MAR 24 2013	ST. LOUIS	CALGARY
SUN MAR 24 2013	DETROIT	ANAHEIM
MON MAR 25 2013	TORONTO	BOSTON
MON MAR 25 2013	NEW JERSEY	OTTAWA
MON MAR 25 2013	LOS ANGELES	CHICAGO
MON MAR 25 2013	EDMONTON	NASHVILLE
MON MAR 25 2013	MINNESOTA	DALLAS
MON MAR 25 2013	DETROIT	PHOENIX
MON MAR 25 2013	SAN JOSE	ANAHEIM
TUE MAR 26 2013	FLORIDA	TORONTO
TUE MAR 26 2013	MONTRÉAL	PITTSBURGH
TUE MAR 26 2013	NY ISLANDERS	WASHINGTON
TUE MAR 26 2013	WINNIPEG	CAROLINA
TUE MAR 26 2013	NY RANGERS	PHILADELPHIA
TUE MAR 26 2013	BUFFALO	TAMPA BAY
TUE MAR 26 2013	EDMONTON	ST. LOUIS
TUE MAR 26 2013	CALGARY	CHICAGO
TUE MAR 26 2013	COLUMBUS	VANCOUVER
WED MAR 27 2013	MONTRÉAL	BOSTON
WED MAR 27 2013	PHOENIX	MINNESOTA
WED MAR 27 2013	COLORADO	CALGARY
WED MAR 27 2013	ANAHEIM	SAN JOSE
THU MAR 28 2013	CAROLINA	TORONTO
THU MAR 28 2013	NY ISLANDERS	PHILADELPHIA
THU MAR 28 2013	WINNIPEG	PITTSBURGH
THU MAR 28 2013	NY RANGERS	OTTAWA
THU MAR 28 2013	BUFFALO	FLORIDA
THU MAR 28 2013	LOS ANGELES	ST. LOUIS
THU MAR 28 2013	PHOENIX	NASHVILLE
THU MAR 28 2013	COLUMBUS	EDMONTON
THU MAR 28 2013	COLORADO	VANCOUVER
THU MAR 28 2013	DETROIT	SAN JOSE
FRI MAR 29 2013	NEW JERSEY	TAMPA BAY
FRI MAR 29 2013	ANAHEIM	CHICAGO
FRI MAR 29 2013	MINNESOTA	DALLAS
FRI MAR 29 2013	COLUMBUS	CALGARY
SAT MAR 30 2013	BOSTON	PHILADELPHIA
SAT MAR 30 2013	NY ISLANDERS	PITTSBURGH
SAT MAR 30 2013	CAROLINA	WINNIPEG
SAT MAR 30 2013	NASHVILLE	COLORADO
SAT MAR 30 2013	WASHINGTON	BUFFALO
SAT MAR 30 2013	NY RANGERS	MONTRÉAL
SAT MAR 30 2013	TORONTO	OTTAWA
SAT MAR 30 2013	NEW JERSEY	FLORIDA
SAT MAR 30 2013	LOS ANGELES	MINNESOTA
SAT MAR 30 2013	VANCOUVER	EDMONTON
SAT MAR 30 2013	PHOENIX	SAN JOSE
SUN MAR 31 2013	CHICAGO	DETROIT
SUN MAR 31 2013	ANAHEIM	COLUMBUS
SUN MAR 31 2013	LOS ANGELES	DALLAS
SUN MAR 31 2013	WASHINGTON	PHILADELPHIA
SUN MAR 31 2013	BOSTON	BUFFALO
MON APR 1 2013	NY ISLANDERS	NEW JERSEY
MON APR 1 2013	WINNIPEG	NY RANGERS
MON APR 1 2013	CAROLINA	MONTRÉAL
MON APR 1 2013	COLORADO	DETROIT
MON APR 1 2013	ST. LOUIS	MINNESOTA
MON APR 1 2013	NASHVILLE	CHICAGO
MON APR 1 2013	ANAHEIM	DALLAS
MON APR 1 2013	CALGARY	EDMONTON
MON APR 1 2013	VANCOUVER	SAN JOSE
TUE APR 2 2013	OTTAWA	BOSTON
TUE APR 2 2013	WINNIPEG	NY ISLANDERS
TUE APR 2 2013	WASHINGTON	CAROLINA
TUE APR 2 2013	BUFFALO	PITTSBURGH
TUE APR 2 2013	FLORIDA	TAMPA BAY
TUE APR 2 2013	COLORADO	NASHVILLE
TUE APR 2 2013	LOS ANGELES	PHOENIX
WED APR 3 2013	PITTSBURGH	NY RANGERS
WED APR 3 2013	MONTRÉAL	PHILADELPHIA
WED APR 3 2013	EDMONTON	CALGARY
WED APR 3 2013	DALLAS	ANAHEIM
WED APR 3 2013	MINNESOTA	SAN JOSE
THU APR 4 2013	NEW JERSEY	BOSTON
THU APR 4 2013	PHILADELPHIA	TORONTO
THU APR 4 2013	NY ISLANDERS	WASHINGTON
THU APR 4 2013	TAMPA BAY	CAROLINA
THU APR 4 2013	WINNIPEG	MONTRÉAL
THU APR 4 2013	COLUMBUS	NASHVILLE
THU APR 4 2013	ST. LOUIS	CHICAGO
THU APR 4 2013	DETROIT	PHOENIX
THU APR 4 2013	EDMONTON	VANCOUVER
THU APR 4 2013	MINNESOTA	LOS ANGELES
FRI APR 5 2013	OTTAWA	BUFFALO
FRI APR 5 2013	NY RANGERS	PITTSBURGH
FRI APR 5 2013	COLUMBUS	ST. LOUIS
FRI APR 5 2013	DETROIT	COLORADO
FRI APR 5 2013	DALLAS	ANAHEIM
FRI APR 5 2013	CALGARY	SAN JOSE
SAT APR 6 2013	PHILADELPHIA	WINNIPEG
SAT APR 6 2013	CHICAGO	NASHVILLE
SAT APR 6 2013	EDMONTON	LOS ANGELES
SAT APR 6 2013	BOSTON	MONTRÉAL
SAT APR 6 2013	TORONTO	NEW JERSEY
SAT APR 6 2013	TAMPA BAY	NY ISLANDERS
SAT APR 6 2013	NY RANGERS	CAROLINA
SAT APR 6 2013	WASHINGTON	FLORIDA
SAT APR 6 2013	COLORADO	PHOENIX
SAT APR 6 2013	CALGARY	VANCOUVER
SUN APR 7 2013	ST. LOUIS	DETROIT
SUN APR 7 2013	DALLAS	SAN JOSE
SUN APR 7 2013	OTTAWA	FLORIDA
SUN APR 7 2013	MINNESOTA	COLUMBUS
SUN APR 7 2013	TAMPA BAY	WASHINGTON
SUN APR 7 2013	NASHVILLE	CHICAGO
SUN APR 7 2013	NEW JERSEY	BUFFALO
SUN APR 7 2013	LOS ANGELES	ANAHEIM
MON APR 8 2013	CAROLINA	BOSTON
MON APR 8 2013	NY RANGERS	TORONTO
MON APR 8 2013	CALGARY	COLORADO
MON APR 8 2013	PHOENIX	VANCOUVER
MON APR 8 2013	EDMONTON	ANAHEIM
TUE APR 9 2013	PHILADELPHIA	NY ISLANDERS
TUE APR 9 2013	PITTSBURGH	CAROLINA
TUE APR 9 2013	SAN JOSE	COLUMBUS
TUE APR 9 2013	WASHINGTON	MONTRÉAL
TUE APR 9 2013	OTTAWA	TAMPA BAY
TUE APR 9 2013	BUFFALO	WINNIPEG
TUE APR 9 2013	ST. LOUIS	NASHVILLE
TUE APR 9 2013	CHICAGO	MINNESOTA
TUE APR 9 2013	LOS ANGELES	DALLAS
WED APR 10 2013	TORONTO	NY RANGERS
WED APR 10 2013	BOSTON	NEW JERSEY
WED APR 10 2013	VANCOUVER	CALGARY
WED APR 10 2013	PHOENIX	EDMONTON
WED APR 10 2013	COLORADO	ANAHEIM
THU APR 11 2013	NY ISLANDERS	BOSTON
THU APR 11 2013	OTTAWA	PHILADELPHIA
THU APR 11 2013	CAROLINA	WASHINGTON
THU APR 11 2013	MONTRÉAL	BUFFALO
THU APR 11 2013	PITTSBURGH	TAMPA BAY
THU APR 11 2013	SAN JOSE	DETROIT
THU APR 11 2013	FLORIDA	WINNIPEG
THU APR 11 2013	ST. LOUIS	MINNESOTA
THU APR 11 2013	COLORADO	LOS ANGELES
FRI APR 12 2013	OTTAWA	NEW JERSEY
FRI APR 12 2013	ST. LOUIS	COLUMBUS
FRI APR 12 2013	DALLAS	NASHVILLE
FRI APR 12 2013	DETROIT	CHICAGO
FRI APR 12 2013	PHOENIX	CALGARY
SAT APR 13 2013	PHILADELPHIA	BUFFALO
SAT APR 13 2013	VANCOUVER	COLORADO
SAT APR 13 2013	MONTRÉAL	TORONTO
SAT APR 13 2013	NY RANGERS	NY ISLANDERS
SAT APR 13 2013	TAMPA BAY	WASHINGTON
SAT APR 13 2013	BOSTON	CAROLINA
SAT APR 13 2013	PITTSBURGH	FLORIDA
SAT APR 13 2013	COLUMBUS	MINNESOTA
SAT APR 13 2013	SAN JOSE	DALLAS
SAT APR 13 2013	CALGARY	EDMONTON
SAT APR 13 2013	ANAHEIM	LOS ANGELES
SUN APR 14 2013	CHICAGO	ST. LOUIS
SUN APR 14 2013	TAMPA BAY	BUFFALO
SUN APR 14 2013	DETROIT	NASHVILLE
MON APR 15 2013	NEW JERSEY	TORONTO
MON APR 15 2013	PHILADELPHIA	MONTRÉAL
MON APR 15 2013	DALLAS	CHICAGO
MON APR 15 2013	VANCOUVER	NASHVILLE
MON APR 15 2013	COLUMBUS	COLORADO
MON APR 15 2013	MINNESOTA	CALGARY
MON APR 15 2013	SAN JOSE	PHOENIX

